id,Слово,Перевод,Тип,Курс,Урок
2747,purpose,"цель, назначение",İSİMLER,A1,FILE3
2748,gain,"получать, приобретать",FİİLLER,A1,FILE5
2749,church,церковь,İSİMLER,A1,FILE12
2750,machine,"машина, механизм",İSİMLER,A1,FILE1
2751,item,"пункт, предмет",İSİMLER,A1,FILE3
2752,cent,цент,İSİMLER,A1,FILE5
2753,stuff,"вещи, материал",İSİMLER,A1,FILE8
2754,anyone,кто-нибудь,ZAMİRLER,A1,FILE10
2755,method,метод,İSİMLER,A1,FILE11
2756,analysis,анализ,İSİMLER,A1,FILE12
2757,military,военный,SIFATLAR,A1,FILE2
2758,below,"ниже, под",EDATLAR / BAĞLAÇLAR,A1,FILE5
2759,movie,фильм,İSİMLER,A1,FILE6
2760,discussion,обсуждение,İSİMLER,A1,FILE8
2761,nation,"нация, страна",İSİMLER,A1,FILE11
2762,nearly,почти,ZARFLAR,A1,FILE12
2763,link,"связь, ссылка",İSİMLER,A1,FILE2
2764,despite,несмотря на,EDATLAR / BAĞLAÇLAR,A1,FILE3
2765,introduce,"представлять, вводить",FİİLLER,A1,FILE4
2766,advantage,преимущество,İSİMLER,A1,FILE5
2767,marry,"жениться, выходить замуж",FİİLLER,A1,FILE7
2768,strike,"ударять, бастовать",FİİLLER,A1,FILE8
2769,mile,миля,İSİMLER,A1,FILE9
2770,seek,"искать, стремиться",FİİLLER,A1,FILE10
2771,unit,"единица, блок",İSİMLER,A1,FILE12
2772,quickly,быстро,ZARFLAR,A1,FILE3
2773,agreement,"соглашение, согласие",İSİMLER,A1,FILE5
2774,release,"выпуск, освобождение",İSİMLER,A1,FILE6
2775,solution,решение,İSİMLER,A1,FILE8
2776,capital,"столица, капитал",İSİMLER,A1,FILE9
2777,popular,популярный,SIFATLAR,A1,FILE10
2778,specific,"конкретный, особый",SIFATLAR,A1,FILE11
2779,fear,страх,İSİMLER,A1,FILE1
2780,television,телевидение,İSİMLER,A1,FILE3
2781,pull,тянуть,FİİLLER,A1,FILE7
2782,access,доступ,İSİMLER,A2,FILE2
2783,movement,движение,İSİMLER,A2,FILE3
2784,treat,"обращаться, лечить",FİİLLER,A2,FILE4
2785,identify,"определять, опознавать",FİİLLER,A2,FILE5
2786,loss,потеря,İSİMLER,A2,FILE6
2787,shall,должен,FİİLLER,A2,FILE7
2788,pressure,давление,İSİMLER,A2,FILE9
2789,yourself,"себя, сам",ZAMİRLER,A2,FILE12
2790,supply,поставлять,FİİLLER,A2,FILE1
2791,worth,стоящий,SIFATLAR,A2,FILE3
2792,natural,"природный, естественный",SIFATLAR,A2,FILE4
2793,express,выражать,FİİLLER,A2,FILE5
2794,investment,инвестиция,İSİMLER,A2,FILE9
2795,organize,организовывать,FİİLLER,A2,FILE11
2796,beyond,"за пределами, помимо",EDATLAR / BAĞLAÇLAR,A2,FILE1
2797,potential,потенциальный,SIFATLAR,A2,FILE5
2798,energy,энергия,İSİMLER,A2,FILE6
2799,trouble,"проблема, беда",İSİMLER,A2,FILE7
2800,relation,"отношение, родственник",İSİMLER,A2,FILE8
2801,touch,прикосновение,İSİMLER,A2,FILE9
2802,middle,середина,İSİMLER,A2,FILE11
2803,bar,"бар, стойка",İSİMLER,A2,FILE12
2804,suffer,страдать,FİİLLER,A2,FILE1
2805,strategy,стратегия,İSİMLER,A2,FILE2
2806,except,"кроме, за исключением",EDATLAR / BAĞLAÇLAR,A2,FILE4
2807,tend,иметь тенденцию,FİİLLER,A2,FILE6
2808,advance,"продвижение, аванс",İSİMLER,A2,FILE7
2809,fill,наполнять,FİİLLER,A2,FILE8
2810,star,звезда,İSİMLER,A2,FILE9
2811,generally,"в целом, обычно",ZARFLAR,A2,FILE11
2812,task,задача,İSİMLER,A2,FILE5
2813,normal,нормальный,SIFATLAR,A2,FILE6
2814,associate,"ассоциировать, связывать",İSİMLER,A2,FILE8
2815,positive,положительный,SIFATLAR,A2,FILE10
2816,option,"вариант, опция",İSİMLER,A2,FILE11
2817,instance,"пример, случай",İSİMLER,A2,FILE3
2818,style,стиль,İSİMLER,A2,FILE4
2819,refer,ссылаться,FİİLLER,A2,FILE5
2820,push,толкать,FİİLLER,A2,FILE7
2821,quarter,"четверть, квартал",İSİMLER,A2,FILE8
2822,assume,предполагать,FİİLLER,A2,FILE9
2823,doubt,сомнение,İSİMLER,A2,FILE1
2824,competition,"соревнование, конкуренция",İSİMLER,A2,FILE2
2825,propose,предлагать,FİİLLER,A2,FILE4
2826,fly,летать,FİİLLER,A2,FILE8
2827,pattern,"образец, узор",İSİMLER,A2,FILE10
2828,obviously,очевидно,ZARFLAR,A2,FILE1
2829,unclear,неясный,SIFATLAR,A2,FILE2
2830,separate,отдельный,SIFATLAR,A2,FILE5
2831,anyway,в любом случае,ZARFLAR,A2,FILE8
2832,speech,речь,İSİMLER,A2,FILE9
2833,officer,"офицер, сотрудник",İSİMLER,A2,FILE11
2834,throughout,"на протяжении, по всему",EDATLAR / BAĞLAÇLAR,A2,FILE12
2835,profit,прибыль,İSİMLER,A2,FILE3
2836,guess,"угадывать, предполагать",FİİLLER,A2,FILE4
2837,resource,ресурс,İSİMLER,A2,FILE7
2838,balance,"баланс, равновесие",İSİMLER,A2,FILE10
2839,damage,"ущерб, повреждение",İSİMLER,A2,FILE11
2840,basis,"основа, базис",İSİMLER,A2,FILE12
2841,author,автор,İSİMLER,A2,FILE1
2842,basic,"базовый, основной",SIFATLAR,A2,FILE2
2843,encourage,"поощрять, ободрять",FİİLLER,A2,FILE3
2844,male,мужской,SIFATLAR,A2,FILE5
2845,operate,"работать, управлять",FİİLLER,A2,FILE6
2846,reflect,отражать,FİİLLER,A2,FILE7
2847,property,"собственность, свойство",İSİMLER,A2,FILE12
2848,previous,предыдущий,SIFATLAR,A2,FILE1
2849,imagine,"представлять, воображать",FİİLLER,A2,FILE3
2850,okay,"хорошо, ладно",ZARFLAR,A2,FILE4
2851,define,определять,FİİLLER,A2,FILE9
2852,conclusion,"вывод, заключение",İSİMLER,A2,FILE10
2853,clock,часы,İSİMLER,A2,FILE11
2854,everybody,все,ZAMİRLER,A2,FILE12
2855,professional,профессиональный,SIFATLAR,A2,FILE3
2856,mine,мой,ZAMİRLER,A2,FILE4
2857,object,"предмет, объект",İSİMLER,A2,FILE9
2858,maintain,"поддерживать, сохранять",FİİLLER,A2,FILE10
2859,credit,"кредит, заслуга",İSİMLER,A2,FILE11
2860,dead,мёртвый,SIFATLAR,A2,FILE2
2861,extend,"продлевать, расширять",FİİLLER,A2,FILE5
2862,possibility,возможность,İSİMLER,A2,FILE6
2863,direction,направление,İSİMLER,A2,FILE7
2864,facility,"учреждение, объект",İSİMLER,A2,FILE8
2865,variety,разнообразие,İSİMLER,A2,FILE9
2866,daily,ежедневный,SIFATLAR,A2,FILE10
2867,track,"дорожка, след",İSİMLER,A2,FILE1
2868,completely,полностью,ZARFLAR,A2,FILE3
2869,female,женский,SIFATLAR,A2,FILE4
2870,responsibility,ответственность,İSİMLER,A2,FILE5
2871,original,"оригинальный, первоначальный",SIFATLAR,A2,FILE6
2872,rock,"скала, рок",İSİMLER,A2,FILE8
2873,nor,"ни, и не",EDATLAR / BAĞLAÇLAR,A2,FILE10
2874,easily,легко,ZARFLAR,A2,FILE12
2875,dollar,доллар,İSİMLER,A2,FILE2
2876,fix,"чинить, исправлять",FİİLLER,A2,FILE4
2877,ahead,впереди,ZARFLAR,A2,FILE5
2878,cross,пересекать,FİİLLER,A2,FILE6
2879,yeah,"да, ага",ZARFLAR,A2,FILE7
2880,proposal,предложение,İSİMLER,A2,FILE10
2881,version,версия,İSİMLER,A2,FILE11
2882,conversation,разговор,İSİMLER,A2,FILE12
2883,somebody,кто-то,ZAMİRLER,A2,FILE1
2884,pound,фунт,İSİMLER,A2,FILE2
2885,shape,форма,İSİMLER,A2,FILE4
2886,welcome,приветствовать,FİİLLER,A2,FILE7
2887,communication,"общение, связь",İSİMLER,A2,FILE9
2888,agent,агент,İSİMLER,A2,FILE10
2889,judge,судить,FİİLLER,A2,FILE1
2890,herself,"себя, сама",ZAMİRLER,A2,FILE2
2891,estimate,оценивать,FİİLLER,A2,FILE5
2892,favorite,любимый,SIFATLAR,A2,FILE6
2893,difficulty,трудность,İSİMLER,A2,FILE7
2894,purchase,покупать,FİİLLER,A2,FILE8
2895,shoot,стрелять,FİİLLER,A2,FILE9
2896,announce,объявлять,FİİLLER,A2,FILE10
2897,unless,если не,EDATLAR / BAĞLAÇLAR,A2,FILE11
2898,independent,независимый,SIFATLAR,A2,FILE12
2899,survey,"опрос, обзор",İSİMLER,A2,FILE2
2900,majority,большинство,İSİMLER,A2,FILE3
2901,stick,"приклеивать, держаться",FİİLLER,A2,FILE4
2902,request,"просить, запрашивать",FİİLLER,A2,FILE5
2903,wind,ветер; наматывать,İSİMLER,A2,FILE7
2904,none,"никто, ни один",ZAMİRLER,A2,FILE8
2905,appropriate,подходящий,SIFATLAR,A2,FILE1
2906,block,блокировать,FİİLLER,A2,FILE2
2907,count,считать,FİİLLER,A2,FILE4
2908,scene,"сцена, место происшествия",İSİMLER,A2,FILE5
2909,content,содержание,İSİMLER,A2,FILE7
2910,element,элемент,İSİMLER,A2,FILE12
2911,effective,эффективный,SIFATLAR,A2,FILE1
2912,correct,правильный,SIFATLAR,A2,FILE2
2913,medical,медицинский,SIFATLAR,A2,FILE3
2914,admit,"признавать, допускать",FİİLLER,A2,FILE4
2915,telephone,телефон,İSİMLER,A2,FILE6
2916,copy,копировать,FİİLLER,A2,FILE7
2917,committee,комитет,İSİMLER,A2,FILE8
2918,aware,осведомлённый,SIFATLAR,A2,FILE9
2919,handle,"справляться, обрабатывать",FİİLLER,A2,FILE11
2920,administration,"администрация, управление",İSİMLER,A2,FILE4
2921,complex,сложный,SIFATLAR,A2,FILE5
2922,context,контекст,İSİMLER,A2,FILE7
2923,directly,напрямую,ZARFLAR,A2,FILE9
2924,remove,"удалять, снимать",FİİLLER,A2,FILE11
2925,conduct,проводить,FİİLLER,A2,FILE12
2926,equipment,оборудование,İSİMLER,A2,FILE1
2927,otherwise,иначе,ZARFLAR,A2,FILE2
2928,title,"название, титул",İSİMLER,A2,FILE3
2929,extra,дополнительный,SIFATLAR,A2,FILE4
2930,executive,исполнительный,SIFATLAR,A2,FILE5
2931,sample,образец,İSİMLER,A2,FILE8
2932,sex,"пол, секс",İSİMLER,A2,FILE9
2933,deliver,доставлять,FİİLLER,A2,FILE10
2934,video,видео,İSİMLER,A2,FILE11
2935,connection,"связь, соединение",İSİMLER,A2,FILE12
2936,primary,"основной, первичный",SIFATLAR,A2,FILE1
2937,inform,информировать,FİİLLER,A2,FILE4
2938,principle,принцип,İSİMLER,A2,FILE5
2939,straight,прямой,SIFATLAR,A2,FILE6
2940,appeal,"обращаться, привлекать",FİİLLER,A2,FILE7
2941,highly,"весьма, высоко",ZARFLAR,A2,FILE8
2942,wonderful,замечательный,SIFATLAR,A2,FILE10
2943,absolutely,абсолютно,ZARFLAR,A2,FILE12
2944,flow,поток,İSİMLER,A2,FILE1
2945,additional,дополнительный,SIFATLAR,A2,FILE3
2946,responsible,ответственный,SIFATLAR,A2,FILE4
2947,collection,"коллекция, сбор",İSİMLER,A2,FILE6
2948,hang,"вешать, висеть",FİİLLER,A2,FILE7
2949,negative,отрицательный,SIFATLAR,A2,FILE8
2950,alternative,альтернативный,SIFATLAR,A2,FILE12
2951,ship,корабль,İSİMLER,A2,FILE3
2952,attitude,"отношение, позиция",İSİMLER,A2,FILE4
2953,double,двойной,SIFATLAR,A2,FILE6
2954,print,"печать, оттиск",İSİMLER,A2,FILE10
2955,truth,правда,İSİMLER,A2,FILE12
2956,nobody,никто,ZAMİRLER,A2,FILE1
2957,examine,"изучать, осматривать",FİİLLER,A2,FILE2
2958,lay,класть,FİİLLER,A2,FILE3
2959,politics,политика,İSİMLER,A2,FILE5
2960,reply,отвечать,FİİLLER,A2,FILE6
2961,display,"показывать, отображать",FİİLLER,A2,FILE7
2962,slightly,слегка,ZARFLAR,A2,FILE10
2963,overall,в целом,ZARFLAR,A2,FILE11
2964,user,пользователь,İSİMLER,A2,FILE1
2965,respond,"реагировать, отвечать",FİİLLER,A2,FILE2
2966,regular,"регулярный, обычный",SIFATLAR,A2,FILE5
2967,physical,физический,SIFATLAR,A2,FILE6
2968,apart,"отдельно, врозь",ZARFLAR,A2,FILE7
2969,federal,федеральный,SIFATLAR,A2,FILE9
2970,reveal,раскрывать,FİİLLER,A2,FILE10
2971,percentage,"процент, доля",İSİMLER,A2,FILE11
2972,peace,"мир, спокойствие",İSİMLER,A2,FILE12
2973,status,статус,İSİMLER,A2,FILE1
2974,decline,"снижаться, отклонять",FİİLLER,A2,FILE3
2975,decade,десятилетие,İSİMLER,A2,FILE4
2976,favor,оказывать предпочтение,FİİLLER,A2,FILE8
2977,dry,сухой,SIFATLAR,A2,FILE9
2978,institution,"учреждение, институт",İSİMLER,A2,FILE11
2979,spot,"пятно, место",İSİMLER,A2,FILE12
2980,heat,"жара, тепло",İSİMLER,A2,FILE3
2981,excite,"волновать, возбуждать",FİİLLER,A2,FILE4
2982,reader,читатель,İSİMLER,A2,FILE5
2983,importance,важность,İSİMLER,A2,FILE6
2984,distance,расстояние,İSİMLER,A2,FILE7
2985,guide,направлять,FİİLLER,A2,FILE8
2986,grant,предоставлять,FİİLLER,A2,FILE9
2987,feed,кормить,FİİLLER,A2,FILE11
2988,sector,сектор,İSİMLER,A2,FILE1
2989,ensure,"обеспечивать, гарантировать",FİİLLER,A2,FILE3
2990,satisfy,удовлетворять,FİİLLER,A2,FILE4
2991,chief,"начальник, глава",İSİMLER,A2,FILE5
2992,expert,эксперт,İSİMLER,A2,FILE7
2993,wave,волна,İSİMLER,A2,FILE8
2994,south,юг,İSİMLER,A2,FILE9
2995,labor,"труд, рабочая сила",İSİMLER,A2,FILE10
2996,surface,поверхность,İSİMLER,A2,FILE11
2997,excellent,отличный,SIFATLAR,A2,FILE1
2998,edge,"край, кромка",İSİMLER,A2,FILE2
2999,camp,лагерь,İSİMLER,A2,FILE3
3000,procedure,процедура,İSİMLER,A2,FILE6
3001,global,глобальный,SIFATLAR,A2,FILE8
3002,struggle,бороться,FİİLLER,A2,FILE9
3003,select,выбирать,FİİLLER,A2,FILE11
3004,surround,окружать,FİİLLER,A2,FILE12
3005,extent,"степень, протяжённость",İSİMLER,A2,FILE1
3006,annual,ежегодный,SIFATLAR,A2,FILE3
3007,fully,полностью,ZARFLAR,A2,FILE4
3008,contrast,контраст,İSİMLER,A2,FILE5
3009,roll,"катить, сворачивать",FİİLLER,A2,FILE6
3010,reality,реальность,İSİMLER,A2,FILE7
3011,photograph,фотография,İSİMLER,A2,FILE8
3012,entire,"весь, целый",SIFATLAR,A2,FILE11
3013,presence,присутствие,İSİMLER,A2,FILE12
3014,corner,угол,İSİMLER,A2,FILE2
3015,gas,"газ, бензин",İSİMLER,A2,FILE3
3016,net,"сеть, нетто",İSİMLER,A2,FILE5
3017,category,категория,İSİMLER,A2,FILE6
3018,secretary,секретарь,İSİMLER,A2,FILE7
3019,defense,"оборона, защита",İSİMLER,A2,FILE8
3020,quick,быстрый,SIFATLAR,A2,FILE9
3021,spread,распространять,FİİLLER,A2,FILE11
3022,nuclear,ядерный,SIFATLAR,A2,FILE12
3023,scale,"масштаб, шкала",İSİMLER,A2,FILE1
3024,cry,"плакать, кричать",FİİLLER,A2,FILE4
3025,introduction,"введение, представление",İSİMLER,A2,FILE5
3026,requirement,требование,İSİMLER,A2,FILE6
3027,north,север,İSİMLER,A2,FILE7
3028,confirm,подтверждать,FİİLLER,A2,FILE8
3029,senior,старший,SIFATLAR,A2,FILE9
3030,emerge,"появляться, возникать",FİİLLER,A2,FILE1
3031,concept,"понятие, концепция",İSİMLER,A2,FILE3
3032,reform,реформировать,FİİLLER,A2,FILE5
3033,neither,ни тот ни другой,ZAMİRLER,A2,FILE6
3034,left,"левый, оставшийся",SIFATLAR,A2,FILE10
3035,solve,решать,FİİLLER,A2,FILE11
3036,neighbor,сосед,İSİMLER,A2,FILE12
3037,technique,"техника, метод",İSİMLER,A2,FILE2
3038,improvement,улучшение,İSİMLER,A2,FILE4
3039,tool,инструмент,İSİMLER,A2,FILE5
3040,consequence,последствие,İSİMLER,A2,FILE6
3041,circumstance,обстоятельство,İSİMLER,A2,FILE7
3042,smoke,дым,İSİMLER,A2,FILE8
3043,reaction,реакция,İSİMLER,A2,FILE9
3044,brain,мозг,İSİMLER,A2,FILE1
3045,mass,масса,İSİMLER,A2,FILE2
3046,contribute,вносить вклад,FİİLLER,A2,FILE4
3047,speaker,"оратор, динамик",İSİMLER,A2,FILE7
3048,bottom,"низ, дно",İSİMLER,A2,FILE8
3049,adopt,"принимать, усыновлять",FİİLLER,A2,FILE9
3050,combine,объединять,FİİLLER,A2,FILE10
3051,hide,прятать,FİİLLER,A2,FILE1
3052,marriage,брак,İSİMLER,A2,FILE2
3053,equal,равный,SIFATLAR,A2,FILE8
3054,expression,выражение,İSİMLER,A2,FILE9
3055,plus,"плюс, а также",EDATLAR / BAĞLAÇLAR,A2,FILE10
3056,extremely,чрезвычайно,ZARFLAR,A2,FILE11
3057,commercial,коммерческий,SIFATLAR,A2,FILE2
